type_id,type_name,group_id,snapshot,group_name
33583,Small Mobile 'Rote' Siphon Unit,1247,20180110,Mobile Siphon Unit
33585,Amarr Encounter Surveillance System,1273,20180110,Encounter Surveillance System
33589,Mobile Scan Inhibitor,1275,20180110,Mobile Scan Inhibitor
33591,Mobile Micro Jump Unit,1276,20180110,Mobile Micro Jump Unit
33595,Caldari Encounter Surveillance System,1273,20180110,Encounter Surveillance System
33608,Gallente Encounter Surveillance System,1273,20180110,Encounter Surveillance System
33610,Minmatar Encounter Surveillance System,1273,20180110,Encounter Surveillance System
33623,Abaddon Tash-Murkon Edition,27,20180110,Battleship
33625,Abaddon Kador Edition,27,20180110,Battleship
33627,Rokh Nugoeihuvi Edition,27,20180110,Battleship
33629,Rokh Wiyrkomi Edition,27,20180110,Battleship
33631,Maelstrom Nefantar Edition,27,20180110,Battleship
33633,Maelstrom Krusual Edition,27,20180110,Battleship
33635,Hyperion Aliastra Edition,27,20180110,Battleship
33637,Hyperion Inner Zone Shipping Edition,27,20180110,Battleship
33639,Omen Kador Edition,26,20180110,Cruiser
33641,Omen Tash-Murkon Edition,26,20180110,Cruiser
33643,Caracal Nugoeihuvi Edition,26,20180110,Cruiser
33645,Caracal Wiyrkomi Edition,26,20180110,Cruiser
33647,Stabber Nefantar Edition,26,20180110,Cruiser
33649,Stabber Krusual Edition,26,20180110,Cruiser
33651,Thorax Aliastra Edition,26,20180110,Cruiser
33653,Thorax Inner Zone Shipping Edition,26,20180110,Cruiser
33655,Punisher Kador Edition,25,20180110,Frigate
33657,Punisher Tash-Murkon Edition,25,20180110,Frigate
33659,Merlin Nugoeihuvi Edition,25,20180110,Frigate
33661,Merlin Wiyrkomi Edition,25,20180110,Frigate
33663,Rifter Nefantar Edition,25,20180110,Frigate
33665,Rifter Krusual Edition,25,20180110,Frigate
33667,Incursus Aliastra Edition,25,20180110,Frigate
33669,Incursus Inner Zone Shipping Edition,25,20180110,Frigate
33673,Whiptail,831,20180110,Interceptor
33675,Chameleon,833,20180110,Force Recon Ship
33677,Police Pursuit Comet,25,20180110,Frigate
33683,Mackinaw ORE Development Edition,543,20180110,Exhumer
33687,Rorqual ORE Development Edition,883,20180110,Capital Industrial Ship
33689,Iteron Inner Zone Shipping Edition,28,20180110,Hauler
33691,Tayra Wiyrkomi Edition,28,20180110,Hauler
33693,Mammoth Nefantar Edition,28,20180110,Hauler
33695,Bestower Tash-Murkon Edition,28,20180110,Hauler
33697,Prospect,1283,20180110,Expedition Frigate
33700,'Packrat' Mobile Tractor Unit,1250,20180110,Mobile Tractor Unit
33702,'Magpie' Mobile Tractor Unit,1250,20180110,Mobile Tractor Unit
33816,Garmur,25,20180110,Frigate
33818,Orthrus,26,20180110,Cruiser
33820,Barghest,27,20180110,Battleship
33867,Thukker Component Assembly Array,397,20180110,Assembly Array
33869,Brutix Serpentis Edition,419,20180110,Combat Battlecruiser
33871,Cyclone Thukker Tribe Edition,419,20180110,Combat Battlecruiser
33873,Ferox Guristas Edition,419,20180110,Combat Battlecruiser
33875,Prophecy Blood Raiders Edition,419,20180110,Combat Battlecruiser
33877,Catalyst Serpentis Edition,420,20180110,Destroyer
33879,Coercer Blood Raiders Edition,420,20180110,Destroyer
33881,Cormorant Guristas Edition,420,20180110,Destroyer
33883,Thrasher Thukker Tribe Edition,420,20180110,Destroyer
34118,Megathron Quafe Edition,27,20180110,Battleship
34151,Rattlesnake Victory Edition,27,20180110,Battleship
34317,Confessor,1305,20180110,Tactical Destroyer
34328,Bowhead,513,20180110,Freighter
34339,Moros Interbus Edition,485,20180110,Dreadnought
34341,Naglfar Justice Edition,485,20180110,Dreadnought
34343,Phoenix Wiyrkomi Edition,485,20180110,Dreadnought
34345,Revelation Sarum Edition,485,20180110,Dreadnought
34441,Dominix Quafe Edition,27,20180110,Battleship
34443,Tristan Quafe Edition,25,20180110,Frigate
34445,Vexor Quafe Edition,26,20180110,Cruiser
34496,Council Diplomatic Shuttle,31,20180110,Shuttle
34562,Svipul,1305,20180110,Tactical Destroyer
34590,Victorieux Luxury Yacht,26,20180110,Cruiser
34828,Jackdaw,1305,20180110,Tactical Destroyer
35683,Hecate,1305,20180110,Tactical Destroyer
35779,Imp,831,20180110,Interceptor
35781,Fiend,894,20180110,Heavy Interdiction Cruiser
35825,Raitaru,1404,20180110,Engineering Complex
35826,Azbel,1404,20180110,Engineering Complex
35827,Sotiyo,1404,20180110,Engineering Complex
35832,Astrahus,1657,20180110,Citadel
35833,Fortizar,1657,20180110,Citadel
35834,Keepstar,1657,20180110,Citadel
35835,Athanor,1406,20180110,Refinery
35836,Tatara,1406,20180110,Refinery
35840,Medium Stargate,1408,20180110,Upwell Jump Gate
35841,X-Large Stargate,1408,20180110,Upwell Jump Gate
37135,Endurance,1283,20180110,Expedition Frigate
37453,Crucifier Navy Issue,25,20180110,Frigate
37454,Vigil Fleet Issue,25,20180110,Frigate
37455,Griffin Navy Issue,25,20180110,Frigate
37456,Maulus Navy Issue,25,20180110,Frigate
37457,Deacon,1527,20180110,Logistics Frigate
37458,Kirin,1527,20180110,Logistics Frigate
37459,Thalia,1527,20180110,Logistics Frigate
37460,Scalpel,1527,20180110,Logistics Frigate
37480,Bifrost,1534,20180110,Command Destroyer
37481,Pontifex,1534,20180110,Command Destroyer
37482,Stork,1534,20180110,Command Destroyer
37483,Magus,1534,20180110,Command Destroyer
37534,Large Stargate,1408,20180110,Upwell Jump Gate
37599,Cenobite I,1537,20180110,Support Fighter
37604,Apostle,1538,20180110,Force Auxiliary
37605,Minokawa,1538,20180110,Force Auxiliary
37606,Lif,1538,20180110,Force Auxiliary
37607,Ninazu,1538,20180110,Force Auxiliary
40345,Scarab I,1537,20180110,Support Fighter
40346,Siren I,1537,20180110,Support Fighter
40347,Dromi I,1537,20180110,Support Fighter
40358,Equite I,1652,20180110,Light Fighter
40359,Locust I,1652,20180110,Light Fighter
40360,Satyr I,1652,20180110,Light Fighter
40361,Gram I,1652,20180110,Light Fighter
40362,Ametat I,1653,20180110,Heavy Fighter
40363,Termite I,1653,20180110,Heavy Fighter
40364,Antaeus I,1653,20180110,Heavy Fighter
40365,Gungnir I,1653,20180110,Heavy Fighter
40552,Equite II,1652,20180110,Light Fighter
40553,Gram II,1652,20180110,Light Fighter
40554,Locust II,1652,20180110,Light Fighter
40555,Satyr II,1652,20180110,Light Fighter
40556,Templar II,1652,20180110,Light Fighter
40557,Dragonfly II,1652,20180110,Light Fighter
40558,Firbolg II,1652,20180110,Light Fighter
40559,Einherji II,1652,20180110,Light Fighter
40560,Ametat II,1653,20180110,Heavy Fighter
40561,Malleus II,1653,20180110,Heavy Fighter
40562,Antaeus II,1653,20180110,Heavy Fighter
40563,Cyclops II,1653,20180110,Heavy Fighter
40564,Gungnir II,1653,20180110,Heavy Fighter
40565,Tyrfing II,1653,20180110,Heavy Fighter
40566,Termite II,1653,20180110,Heavy Fighter
40567,Mantis II,1653,20180110,Heavy Fighter
40568,Cenobite II,1537,20180110,Support Fighter
40569,Scarab II,1537,20180110,Support Fighter
40570,Siren II,1537,20180110,Support Fighter
40571,Dromi II,1537,20180110,Support Fighter
41030,'Excavator' Mining Drone,101,20180110,Mining Drone
42124,Vehement,485,20180110,Dreadnought
42125,Vendetta,659,20180110,Supercarrier
42126,Vanquisher,30,20180110,Titan
42241,Molok,30,20180110,Titan
42242,Dagon,1538,20180110,Force Auxiliary
42243,Chemosh,485,20180110,Dreadnought
42244,Porpoise,941,20180110,Industrial Command Ship
42245,Rabisu,832,20180110,Logistics
42246,Caedes,830,20180110,Covert Ops
42685,Sunesis,420,20180110,Destroyer
43681,'Excavator' Ice Harvesting Drone,101,20180110,Mining Drone
44993,Pacifier,830,20180110,Covert Ops
44995,Enforcer,833,20180110,Force Recon Ship
44996,Marshal,898,20180110,Black Ops
45006,♦ Sotiyo,1876,20180110,♦ Engineering Complex
45470,♦ Chemosh,1880,20180110,♦ Dreadnought
45474,♦ Chemosh,1880,20180110,♦ Dreadnought
45530,Virtuoso,834,20180110,Stealth Bomber
45531,Victor,833,20180110,Force Recon Ship
45534,Prototype Seven,540,20180110,Command Ship
45645,Loggerhead,1538,20180110,Force Auxiliary
45647,Caiman,485,20180110,Dreadnought
45649,Komodo,30,20180110,Titan
46363,Guristas Forward Operating Base,1924,20180110,♦ Forward Operating Base
46364,Blood Raider Forward Operating Base,1924,20180110,♦ Forward Operating Base
46653,♦ Caiman,1880,20180110,♦ Dreadnought
46654,♦ Caiman,1880,20180110,♦ Dreadnought
47035,Standup Templar I,1652,20180110,Light Fighter
47036,Standup Gram I,1652,20180110,Light Fighter
47037,Standup Siren I,1537,20180110,Support Fighter
47038,Standup Mantis I,1653,20180110,Heavy Fighter
47039,Standup Gungnir I,1653,20180110,Heavy Fighter
47116,Standup Malleus I,1653,20180110,Heavy Fighter
47117,Standup Cyclops I,1653,20180110,Heavy Fighter
47118,Standup Tyrfing I,1653,20180110,Heavy Fighter
47119,Standup Malleus II,1653,20180110,Heavy Fighter
47120,Standup Mantis II,1653,20180110,Heavy Fighter
47121,Standup Cyclops II,1653,20180110,Heavy Fighter
47122,Standup Tyrfing II,1653,20180110,Heavy Fighter
47123,Standup Shadow,1653,20180110,Heavy Fighter
47124,Standup Ametat I,1653,20180110,Heavy Fighter
47125,Standup Termite I,1653,20180110,Heavy Fighter
47126,Standup Antaeus I,1653,20180110,Heavy Fighter
47127,Standup Ametat II,1653,20180110,Heavy Fighter
47128,Standup Termite II,1653,20180110,Heavy Fighter
47129,Standup Antaeus II,1653,20180110,Heavy Fighter
47130,Standup Gungnir II,1653,20180110,Heavy Fighter
351071,Assault C-I,351064,20180110,Infantry Dropsuits
351252,Saga,351210,20180110,Infantry Vehicles
351253,Methana,351210,20180110,Infantry Vehicles
351278,Gunnlogi C-I,351210,20180110,Infantry Vehicles
351354,Myron,351210,20180110,Infantry Vehicles
351355,Grimsnes,351210,20180110,Infantry Vehicles
351824,Madrugar G-I,351210,20180110,Infantry Vehicles
352415,Sentinel A-I,351064,20180110,Infantry Dropsuits
352587,Scout G-I,351064,20180110,Infantry Dropsuits
352588,Logistics M-I,351064,20180110,Infantry Dropsuits
352591,Frontline - CA,351064,20180110,Infantry Dropsuits
352592,Militia Amarr Heavy Frame,351064,20180110,Infantry Dropsuits
352593,Militia Minmatar Medium Frame,351064,20180110,Infantry Dropsuits
352596,Militia Gallente Light Frame,351064,20180110,Infantry Dropsuits
353486,Onikuma,351210,20180110,Infantry Vehicles
353759,Scout G/1-Series,351064,20180110,Infantry Dropsuits
353760,Scout gk.0,351064,20180110,Infantry Dropsuits
353763,Assault C/1-Series,351064,20180110,Infantry Dropsuits
353764,Assault ck.0,351064,20180110,Infantry Dropsuits
353766,Sentinel A/1-Series,351064,20180110,Infantry Dropsuits
353767,Sentinel ak.0,351064,20180110,Infantry Dropsuits
353768,Logistics M/1-Series,351064,20180110,Infantry Dropsuits
353769,Logistics mk.0,351064,20180110,Infantry Dropsuits
353808,Baloch,351210,20180110,Infantry Vehicles
353884,Python,351210,20180110,Infantry Vehicles
353886,Incubus,351210,20180110,Infantry Vehicles
354934,Sniper - CA,351064,20180110,Infantry Dropsuits
354935,Armor AV - CA,351064,20180110,Infantry Dropsuits
354941,Militia Caldari Medium Frame,351064,20180110,Infantry Dropsuits
355374,Sica,351210,20180110,Infantry Vehicles
355423,Onikuma - Impact,351210,20180110,Infantry Vehicles
355424,Baloch - Impact,351210,20180110,Infantry Vehicles
355430,'Dragonfly' Scout [nSv],351064,20180110,Infantry Dropsuits
355470,Soma,351210,20180110,Infantry Vehicles
355472,Viper,351210,20180110,Infantry Vehicles
355473,Gorgon,351210,20180110,Infantry Vehicles
355720,'Skinweave' Militia Caldari Medium Frame,351064,20180110,Infantry Dropsuits
355767,'Skinweave' Militia Gallente Light Frame,351064,20180110,Infantry Dropsuits
355768,'Skinweave' Militia Minmatar Medium Frame,351064,20180110,Infantry Dropsuits
355771,'Skinweave' Militia Amarr Heavy Frame,351064,20180110,Infantry Dropsuits
355772,Guristas Saga,351210,20180110,Infantry Vehicles
356015,'Primordial' Militia Caldari Medium Frame,351064,20180110,Infantry Dropsuits
356022,'Fossil' Militia Minmatar Medium Frame,351064,20180110,Infantry Dropsuits
356023,'Eon' Militia Amarr Heavy Frame,351064,20180110,Infantry Dropsuits
356024,'Venom' Militia Amarr Heavy Frame,351064,20180110,Infantry Dropsuits
356031,'Raven' Assault C-I,351064,20180110,Infantry Dropsuits
356037,'Sever' Logistics M-I,351064,20180110,Infantry Dropsuits
356040,'Valor' Scout G-I,351064,20180110,Infantry Dropsuits
356053,'Quafe' Assault C-I,351064,20180110,Infantry Dropsuits
356058,'Quafe' Assault ck.0,351064,20180110,Infantry Dropsuits
356059,'Quafe' Scout G-I,351064,20180110,Infantry Dropsuits
356065,'Quafe' Scout gk.0,351064,20180110,Infantry Dropsuits
356068,'AG-01' Grimsnes,351210,20180110,Infantry Vehicles
356069,'CD-41' Myron,351210,20180110,Infantry Vehicles
356072,'AI-102' Madrugar,351210,20180110,Infantry Vehicles
356073,'HC-130' Gunnlogi,351210,20180110,Infantry Vehicles
356075,'LC-217' Saga,351210,20180110,Infantry Vehicles
356077,'LG-88' Methana,351210,20180110,Infantry Vehicles
356106,'Valor' Assault C-I,351064,20180110,Infantry Dropsuits
356107,'Sever' Assault C-I,351064,20180110,Infantry Dropsuits
356109,'Raven' Sentinel A-I,351064,20180110,Infantry Dropsuits
356110,'Sever' Sentinel A-I,351064,20180110,Infantry Dropsuits
356111,'Valor' Logistics M-I,351064,20180110,Infantry Dropsuits
356112,'Raven' Logistics M-I,351064,20180110,Infantry Dropsuits
356113,'Raven' Scout G-I,351064,20180110,Infantry Dropsuits
356114,'Sever' Scout G-I,351064,20180110,Infantry Dropsuits
356401,Commando A-I,351064,20180110,Infantry Dropsuits
356559,Medic - CA,351064,20180110,Infantry Dropsuits
356617,'Neo' Assault C/1-Series,351064,20180110,Infantry Dropsuits
356618,'Neo' Assault ck.0,351064,20180110,Infantry Dropsuits
356619,'Neo' Assault C-I,351064,20180110,Infantry Dropsuits
356620,'Neo' Scout G/1-Series,351064,20180110,Infantry Dropsuits
356621,'Neo' Scout gk.0,351064,20180110,Infantry Dropsuits
356622,'Neo' Scout G-I,351064,20180110,Infantry Dropsuits
356623,'Neo' Sentinel A/1-Series,351064,20180110,Infantry Dropsuits
356624,'Neo' Sentinel ak.0,351064,20180110,Infantry Dropsuits
356625,'Neo' Sentinel A-I,351064,20180110,Infantry Dropsuits
356626,'Neo' Logistics M/1-Series,351064,20180110,Infantry Dropsuits
356627,'Neo' Logistics mk.0,351064,20180110,Infantry Dropsuits
356628,'Neo' Logistics M-I,351064,20180110,Infantry Dropsuits
356827,'Dren' Assault C-I,351064,20180110,Infantry Dropsuits
356828,'Dren' Sentinel A-I,351064,20180110,Infantry Dropsuits
356829,'Dren' Logistics M-I,351064,20180110,Infantry Dropsuits
356830,'Dren' Scout G-I,351064,20180110,Infantry Dropsuits
356840,'Covenant' Assault C-I,351064,20180110,Infantry Dropsuits
356841,Ishukone Watch Saga,351210,20180110,Infantry Vehicles
356842,Blood Raiders Saga,351210,20180110,Infantry Vehicles
363349,Balac's Modified Assault ck.0,351064,20180110,Infantry Dropsuits
363354,Angel Cartel Saga,351210,20180110,Infantry Vehicles
363397,'Dragonfly' Assault [nSv],351064,20180110,Infantry Dropsuits
363934,Assault A-I,351064,20180110,Infantry Dropsuits
363935,Assault G-I,351064,20180110,Infantry Dropsuits
363936,Assault M-I,351064,20180110,Infantry Dropsuits
363955,Scout C-I,351064,20180110,Infantry Dropsuits
363956,Scout A-I,351064,20180110,Infantry Dropsuits
363957,Scout M-I,351064,20180110,Infantry Dropsuits
363982,Logistics C-I,351064,20180110,Infantry Dropsuits
363983,Logistics G-I,351064,20180110,Infantry Dropsuits
363984,Logistics A-I,351064,20180110,Infantry Dropsuits
364009,Sentinel C-I,351064,20180110,Infantry Dropsuits
364010,Sentinel G-I,351064,20180110,Infantry Dropsuits
364011,Sentinel M-I,351064,20180110,Infantry Dropsuits
364018,Assault M/1-Series,351064,20180110,Infantry Dropsuits
364019,Assault G/1-Series,351064,20180110,Infantry Dropsuits
364020,Assault A/1-Series,351064,20180110,Infantry Dropsuits
364021,Assault mk.0,351064,20180110,Infantry Dropsuits
364022,Assault ak.0,351064,20180110,Infantry Dropsuits
364023,Assault gk.0,351064,20180110,Infantry Dropsuits
364024,Scout C/1-Series,351064,20180110,Infantry Dropsuits
364025,Scout A/1-Series,351064,20180110,Infantry Dropsuits
364026,Scout M/1-Series,351064,20180110,Infantry Dropsuits
364027,Scout ck.0,351064,20180110,Infantry Dropsuits
364028,Scout mk.0,351064,20180110,Infantry Dropsuits
364029,Scout ak.0,351064,20180110,Infantry Dropsuits
364030,Logistics C/1-Series,351064,20180110,Infantry Dropsuits
364031,Logistics G/1-Series,351064,20180110,Infantry Dropsuits
364032,Logistics A/1-Series,351064,20180110,Infantry Dropsuits
364033,Logistics ck.0,351064,20180110,Infantry Dropsuits
364034,Logistics gk.0,351064,20180110,Infantry Dropsuits
364035,Logistics ak.0,351064,20180110,Infantry Dropsuits
364036,Sentinel M/1-Series,351064,20180110,Infantry Dropsuits
364037,Sentinel C/1-Series,351064,20180110,Infantry Dropsuits
364038,Sentinel G/1-Series,351064,20180110,Infantry Dropsuits
364039,Sentinel mk.0,351064,20180110,Infantry Dropsuits
364040,Sentinel ck.0,351064,20180110,Infantry Dropsuits
364041,Sentinel gk.0,351064,20180110,Infantry Dropsuits
364095,'Raider' Scout G-I,351064,20180110,Infantry Dropsuits
364096,'CQC' Scout G-I,351064,20180110,Infantry Dropsuits
364097,'Hunter' Scout G-I,351064,20180110,Infantry Dropsuits
364098,Shock Assault,351064,20180110,Infantry Dropsuits
364099,'Mauler' Sentinel A-I,351064,20180110,Infantry Dropsuits
364105,Recruit Militia Frame,351064,20180110,Infantry Dropsuits
364121,CreoDron Methana,351210,20180110,Infantry Vehicles
364171,Kaalakiota Tactical HAV,351210,20180110,Infantry Vehicles
364172,CreoDron Breach HAV,351210,20180110,Infantry Vehicles
364178,'Black Eagle' Scout G/1-Series,351064,20180110,Infantry Dropsuits
364242,Federal Defense Union Scout G-I,351064,20180110,Infantry Dropsuits
364243,State Protectorate Assault C-I,351064,20180110,Infantry Dropsuits
364246,CreoDron Transport Dropship,351210,20180110,Infantry Vehicles
364247,Kaalakiota Recon Dropship,351210,20180110,Infantry Vehicles
364317,Staff Recruiter Militia Frame,351064,20180110,Infantry Dropsuits
364319,Senior Recruiter Assault C-I,351064,20180110,Infantry Dropsuits
364322,Master Recruiter Assault C-II,351064,20180110,Infantry Dropsuits
364565,'Templar' Assault A-I,351064,20180110,Infantry Dropsuits
364566,'Templar' Logistics A-I,351064,20180110,Infantry Dropsuits
364567,'Templar' Sentinel A-I,351064,20180110,Infantry Dropsuits
364726,Armor AV - AM,351064,20180110,Infantry Dropsuits
364732,Armor AV - GA,351064,20180110,Infantry Dropsuits
